label,eiaid,name,utility,source,zipcode,state,latitude,longitude,notes,ISO,Num_ISO
59790c475457a36c7c23732c,14711,General  Service -Secondary ( Three Phase- less than 5KW),Pennsylvania Electric Co (New York),https://www.firstenergycorp.com/content/dam/customer/Customer%20Choice/Files/New%20York/tariffs/Waverly%20PSC%206%20Tariff-2013.pdf,13732,NY,42.0556,-76.1519,"Available to Delivery Service Customers using electric service through a single delivery
location for lighting, heating and/or other power services, not included within the availability of
Service Classification No. 1 or Service Classification No. 2.
 Secondary voltage shall be supplied to Customers at a single transformer location when
load does not require transformer capacity in excess of 2,500 KVA. Transformers with capacity
of greater than 2,500 KVA, if available, may be provided, upon Customer request and at the sole
option of the Company.
 New Customers requiring transformer capacity in excess of 2,500 KVA and existing
Customers whose load increases such that a transformer change is required (over 2,500 KVA),
shall be required to take electric service at primary voltage.",NYISO,1
59790d6f5457a30d7d23732c,14711,General Service Secondary ( Three Phase over 5KW),Pennsylvania Electric Co (New York),https://www.firstenergycorp.com/content/dam/customer/Customer%20Choice/Files/New%20York/tariffs/Waverly%20PSC%206%20Tariff-2013.pdf,13732,NY,42.0556,-76.1519,"Available to Delivery Service Customers using electric service through a single delivery
location for lighting, heating and/or other power services, not included within the availability of
Service Classification No. 1 or Service Classification No. 2.
 Secondary voltage shall be supplied to Customers at a single transformer location when
load does not require transformer capacity in excess of 2,500 KVA. Transformers with capacity
of greater than 2,500 KVA, if available, may be provided, upon Customer request and at the sole
option of the Company.
 New Customers requiring transformer capacity in excess of 2,500 KVA and existing
Customers whose load increases such that a transformer change is required (over 2,500 KVA),
shall be required to take electric service at primary voltage.",NYISO,1
597914e25457a3697c23732d,14711,General Service Secondary Space Heating,Pennsylvania Electric Co (New York),https://www.firstenergycorp.com/content/dam/customer/Customer%20Choice/Files/New%20York/tariffs/Waverly%20PSC%206%20Tariff-2013.pdf,13732,NY,42.0556,-76.1519,"Space Heating Service: This provision is restricted as of May 2, 1980, to existing
loads in existing locations. Upon request, space heating service may be supplied
through a separate metered circuit for Customers utilizing electricity as the primary
method of space heating. Air conditioning and cooking equipment may also be
connected to the heating circuit. Service rendered under this provision shall have no
effect on the application of other charges and provisions of the Service Classification
to Customer's other service.",NYISO,1
599f42735457a3f83573790b,18997,GS (General Service-Secondary) - Three Phase,The Toledo Edison Co,https://www.firstenergycorp.com/content/dam/customer/Customer%20Choice/Files/Ohio/tariffs/TE-2017-Electric-Service.pdf,43437,OH,41.2559,-83.6022,Available to general service installations requiring Secondary Service. Secondary Service is defined in the Company's Electric Service Regulations. Choice of voltage shall be at the option of the Company.,PJM,1
59b94cc35457a3a67742da66,12199,Large General Electric Service - Primary (Rate 30),Montana-Dakota Utilities Co,http://www.montana-dakota.com/docs/default-source/rates-tariffs/MTElectric30,59313,MT,46.3552,-104.2667,"In all communities served for all types of general electric service exceeding 50
Kilowatts of billing demand except outside lighting, standby, resale or other
customers covered by special contracts or rate schedules applicable to specific
services. The customer's wiring must be arranged so that all service can be
measured through one meter. If the customer does not connect his wiring into a
single system, each meter shall constitute a separate billing unit.",MISO,1
59b94d9e5457a3b92a42da66,12199,Large General Electric Service - Secondary (Rate 30),Montana-Dakota Utilities Co,http://www.montana-dakota.com/docs/default-source/rates-tariffs/MTElectric30,59313,MT,46.3552,-104.2667,"In all communities served for all types of general electric service exceeding 50
Kilowatts of billing demand except outside lighting, standby, resale or other
customers covered by special contracts or rate schedules applicable to specific
services. The customer's wiring must be arranged so that all service can be
measured through one meter. If the customer does not connect his wiring into a
single system, each meter shall constitute a separate billing unit.",MISO,1
59b9505d5457a3407942da65,12199,Optional Time Of Day Large General Electric Service - Primary (Rate 31),Montana-Dakota Utilities Co,http://www.montana-dakota.com/docs/default-source/rates-tariffs/MTElectric31,59313,MT,46.3552,-104.2667,"In all communities served for all types of demand metered general electric service
exceeding 50 Kilowatts of billing demand except outside lighting, standby, resale,
or other customers covered by special contracts or rate schedules applicable to
specific services. The customer's wiring must be arranged so that all service can
be measured through one meter.",MISO,1
59b951f65457a3b92a42da67,12199,Optional Time Of Day Large General Electric Service - Secondary (Rate 31),Montana-Dakota Utilities Co,http://www.montana-dakota.com/docs/default-source/rates-tariffs/MTElectric31,59313,MT,46.3552,-104.2667,"In all communities served for all types of demand metered general electric service
exceeding 50 Kilowatts of billing demand except outside lighting, standby, resale,
or other customers covered by special contracts or rate schedules applicable to
specific services. The customer's wiring must be arranged so that all service can
be measured through one meter.",MISO,1
59b9547e5457a3687a42da66,12199,General Electric Space Heating Service - Primary (Rate 32),Montana-Dakota Utilities Co,http://www.montana-dakota.com/docs/default-source/rates-tariffs/MTElectric32,59313,MT,46.3552,-104.2667,"In all communities served for space heating service, where the customer also takes
service under another general service rate schedule offered by the Company.
Space heating equipment, including combination space heating and cooling
equipment such as heat pumps and packaged roof-top heating/cooling units where
heating use is the principal load may be served under this rate schedule.",MISO,1
59b955375457a3150642da67,12199,General Electric Space Heating Service - Secondary (Rate 32),Montana-Dakota Utilities Co,http://www.montana-dakota.com/docs/default-source/rates-tariffs/MTElectric32,59313,MT,46.3552,-104.2667,"In all communities served for space heating service, where the customer also takes
service under another general service rate schedule offered by the Company.
Space heating equipment, including combination space heating and cooling
equipment such as heat pumps and packaged roof-top heating/cooling units where
heating use is the principal load may be served under this rate schedule.",MISO,1
59c15bb95457a3034bbbb27f,12341,Rate GE - General Energy Service,MidAmerican Energy Co (Illinois),https://www.midamericanenergy.com/content/pdf/rates/elecrates/ilelectric/il-elec.pdf,51035,IA,42.82,-95.8034,"Service under this rate is available to any Residential customer with annual usage greater than 50,000 kWh and any Non-Residential Illinois Customer. This service is not available for resale, standby or supplemental service.",SPP,2
59c15f305457a3034bbbb280,12341,Rate GD - General Demand Service,MidAmerican Energy Co (Illinois),https://www.midamericanenergy.com/content/pdf/rates/elecrates/ilelectric/il-elec.pdf,51035,IA,42.82,-95.8034,Service under this rate is available to any Non-Residential Illinois Customer. This service is not available for resale. Applicable for firm use of the Company's electric service furnished to a single Premises through one (1) meter.,SPP,2
59c161085457a33652bbb27e,12341,Rate LST - Large Electric Time-of-Use Service,MidAmerican Energy Co (Illinois),http://www.midamericanenergy.com/include/pdf/rates/elecrates/ilelectric/il-elec.pdf,51035,IA,42.82,-95.8034,"Service under this rate is available to any Non-Residential Illinois Customer. This service is not available for resale. This service is available to standby or supplementary service, under written agreement only, in conjunction with applicable Company riders for such service.",SPP,2
59c162795457a3034bbbb281,12341,Rate VLT - Very Large Electric Time-of-Use Service,MidAmerican Energy Co (Illinois),http://www.midamericanenergy.com/include/pdf/rates/elecrates/ilelectric/il-elec.pdf,51035,IA,42.82,-95.8034,Service under this rate is available to any Non-Residential Illinois Customer where service is taken at the Company's untransformed line voltage.,SPP,2
59c165775457a3045fbbb27b,12341,Rate GET - General Energy Time-of-Use Service,MidAmerican Energy Co (Illinois),http://www.midamericanenergy.com/include/pdf/rates/elecrates/ilelectric/il-elec.pdf,51035,IA,42.82,-95.8034,"Service under this rate is available to any Residential Illinois customer with annual usage greater than 50,000 kWh and any Non-Residential Illinois Customer. This service is not available for resale, standby or supplemental service.",SPP,2
59c166a05457a3f65ebbb27b,12341,Rate GDT - General Demand Time-of-Use Service,MidAmerican Energy Co (Illinois),http://www.midamericanenergy.com/include/pdf/rates/elecrates/ilelectric/il-elec.pdf,51035,IA,42.82,-95.8034,Service under this rate is available to any Non-Residential Illinois Customer. This service is not available for resale.,SPP,2
59c531225457a3be40bbb27d,5109,Secondary Educational Institution D3.2 (Retail Service),DTE Electric,http://www.dteenergy.com/pdfs/detroitEdisonTariff.pdf,48854,MI,42.5796,-84.4561,"Available to Educational Institution (school, college, university) customer locations desiring service at secondary voltage. School shall mean buildings, facilities, playing fields, or property directly or indirectly used for school purposes for children in grades kindergarten through twelve, when provided by a public or nonpublic school. School does not include instruction provided in a private residence or proprietary trade, vocational training, or occupational school. ""College"" or ""University"" shall mean buildings owned by the same customer which are located on the same campus and which constitute an integral part of such college or university facilities.",MISO,1
59c544265457a3da50bbb27b,5109,PRIMARY EDUCATIONAL INSTITUTION D6.2-PRIMARY SERVICE-LESS THAN 24 kV (RETAIL SERVICE),DTE Electric,http://www.dteenergy.com/pdfs/detroitEdisonTariff.pdf,48854,MI,42.5796,-84.4561,"Demand charge per kW of Max demand. Available to customers desiring service at primary, sub-transmission, or transmission voltage who contract for a specified capacity of not less than 50 kilowatts at a single location.
HOURS OF SERVICE: 24 hours, subject to interruption by agreement, or by advance notice.
CURRENT, PHASE AND VOLTAGE: Alternating current, three-phase, nominally at 4,800, 13,200, 24,000, 41,570 or 120,000 volts at the option of the Company.
CONTRACT CAPACITY: Customers shall contract for a specified capacity in kilowatts sufficient to meet normal maximum requirements but not less than 50 kilowatts. The Company undertakes to provide the necessary facilities for a supply of electric power from its primary distribution system at the contract capacity. Any single reading of the demand meter in any month that exceeds the contract capacity then in effect shall become the new contract capacity. The contract capacity for customers served at more than one voltage level shall be the sum of the contract capacities established for each voltage level.
Substation Credit: Available to customers where service at sub-transmission voltage level (24 to 41.6 kV) or higher is required, who provide the on-site substation including all necessary transforming, controlling and protective equipment. A credit of $.30 per kW of maximum demand shall be applied to the maximum demand charge. A credit of .040&cent; per kWh shall be applied to the energy charge where the service is metered on the primary side of the transformer.",MISO,1
59c547e05457a3e14ebbb27b,5109,PRIMARY EDUCATIONAL INSTITUTION D6.2-TRANSMISSION-120 kV and ABOVE (RETAIL SERVICE),DTE Electric,http://www.dteenergy.com/pdfs/detroitEdisonTariff.pdf,48854,MI,42.5796,-84.4561,"Demand charge per kW of Max demand. Available to customers desiring service at primary, sub-transmission, or transmission voltage who contract for a specified capacity of not less than 50 kilowatts at a single location.
HOURS OF SERVICE: 24 hours, subject to interruption by agreement, or by advance notice.
CURRENT, PHASE AND VOLTAGE: Alternating current, three-phase, nominally at 4,800, 13,200, 24,000, 41,570 or 120,000 volts at the option of the Company.
CONTRACT CAPACITY: Customers shall contract for a specified capacity in kilowatts sufficient to meet normal maximum requirements but not less than 50 kilowatts. The Company undertakes to provide the necessary facilities for a supply of electric power from its primary distribution system at the contract capacity. Any single reading of the demand meter in any month that exceeds the contract capacity then in effect shall become the new contract capacity. The contract capacity for customers served at more than one voltage level shall be the sum of the contract capacities established for each voltage level.
Substation Credit: Available to customers where service at sub-transmission voltage level (24 to 41.6 kV) or higher is required, who provide the on-site substation including all necessary transforming, controlling and protective equipment. A credit of $.30 per kW of maximum demand shall be applied to the maximum demand charge. A credit of .040&cent; per kWh shall be applied to the energy charge where the service is metered on the primary side of the transformer.",MISO,1
59c549965457a32d14bbb27c,5109,ALL-ELECTRIC SCHOOL BUILDING SERVICE RATE D10-RETAIL SERVICE,DTE Electric,http://www.dteenergy.com/pdfs/detroitEdisonTariff.pdf,48854,MI,42.5796,-84.4561,"Available to customers desiring service in school buildings served at primary voltage who contract for a specified installed capacity of not less than 50 kilowatts at a single location provided the space heating and water heating for all or a substantial portion of the premises is supplied by electric service and is installed on a permanent basis.

HOURS OF SERVICE: 24 hours, subject to interruption by agreement, or by advance notice. CURRENT, PHASE AND VOLTAGE: Alternating current, three-phase, nominally at 4,800 or 13,200 volts at the option of the Company.",MISO,1
59c54b145457a3da50bbb27c,5109,PRIMARY SUPPLY RATE D6-PRIMARY SERVICE-LESS THAN 24 kV (RETAIL SERVICE),DTE Electric,http://www.dteenergy.com/pdfs/detroitEdisonTariff.pdf,48854,MI,42.5796,-84.4561,"Demand charge per kW of Max demand. Available to customers desiring service at primary, sub-transmission, or transmission voltage who contract for a specified capacity of not less than 50 kilowatts at a single location.
HOURS OF SERVICE: 24 hours, subject to interruption by agreement, or by advance notice.
CURRENT, PHASE AND VOLTAGE: Alternating current, three-phase, nominally at 4,800, 13,200, 24,000, 41,570 or 120,000 volts at the option of the Company.
CONTRACT CAPACITY: Customers shall contract for a specified capacity in kilowatts sufficient to meet normal maximum requirements but not less than 50 kilowatts. The Company undertakes to provide the necessary facilities for a supply of electric power from its primary distribution system at the contract capacity. Any single reading of the demand meter in any month that exceeds the contract capacity then in effect shall become the new contract capacity. The contract capacity for customers served at more than one voltage level shall be the sum of the contract capacities established for each voltage level.
Substation Credit: Available to customers where service at sub-transmission voltage level (24 to 41.6 kV) or higher is required, who provide the on-site substation including all necessary transforming, controlling and protective equipment. A credit of $.30 per kW of maximum demand shall be applied to the maximum demand charge. A credit of .040&cent; per kWh shall be applied to the energy charge where the service is metered on the primary side of the transformer.",MISO,1
59c54ca25457a3493ebbb27e,5109,PRIMARY SUPPLY RATE D6-SUBTRANSMISSION 24 TO 41.6 kV (Retail Service),DTE Electric,http://www.dteenergy.com/pdfs/detroitEdisonTariff.pdf,48854,MI,42.5796,-84.4561,"Demand charge per kW of Max demand. Available to customers desiring service at primary, sub-transmission, or transmission voltage who contract for a specified capacity of not less than 50 kilowatts at a single location.
HOURS OF SERVICE: 24 hours, subject to interruption by agreement, or by advance notice.
CURRENT, PHASE AND VOLTAGE: Alternating current, three-phase, nominally at 4,800, 13,200, 24,000, 41,570 or 120,000 volts at the option of the Company.
CONTRACT CAPACITY: Customers shall contract for a specified capacity in kilowatts sufficient to meet normal maximum requirements but not less than 50 kilowatts. The Company undertakes to provide the necessary facilities for a supply of electric power from its primary distribution system at the contract capacity. Any single reading of the demand meter in any month that exceeds the contract capacity then in effect shall become the new contract capacity. The contract capacity for customers served at more than one voltage level shall be the sum of the contract capacities established for each voltage level.
Substation Credit: Available to customers where service at sub-transmission voltage level (24 to 41.6 kV) or higher is required, who provide the on-site substation including all necessary transforming, controlling and protective equipment. A credit of $.30 per kW of maximum demand shall be applied to the maximum demand charge. A credit of .040&cent; per kWh shall be applied to the energy charge where the service is metered on the primary side of the transformer.",MISO,1
59c9548b5457a39a10c8c1ae,15296,8,New York Power Authority,https://www.nypa.gov/-/media/nypa/documents/document-library/rates/other091417.pdf,,NY,,,Firm power and energy service,,0
59c957e75457a39615c8c1ac,15296,40,New York Power Authority,https://www.nypa.gov/-/media/nypa/documents/document-library/rates/other091417.pdf,,NY,,,Firm pumped-storage power and energy service,,0
59ca90c65457a3fa35c8c1a9,1179,Commercial water heating,Bangor Hydro-Electric Co,http://www.emeramaine.com/media/34073/emera-maine-bhd-tariffs.pdf,4422,ME,45.067,-69.0869,"This rate is for electricity for commercial water heating. Service under this rate is available for storage-type automatic water heaters. Electricity used under this rate shall be exclusively limited to commercial water heating and shall not be used in installations wherein the heated water is for room-heating purposes. . This service is not available for new connections or reconnections subsequent to October 31, 1976. Customers taking service under this rate schedule are responsible for paying both Distribution Service and Stranded Cost.",ISONE,1
59d502a35457a3705477eac4,14354,Schedule 745 -PUBLIC DC FAST CHARGER OPTIONAL TRANSITIONAL RATE DELIVERY SERVICE- Primary (Greater Than 300 kW),PacifiCorp (Oregon),"http://www.pacificpower.net/content/dam/pacific_power/doc/About_Us/Rates_Regulation/Oregon/Approved_Tariffs/Oregon_Price_Summary.pdf
https://www.pacificpower.net/content/dam/pacific_power/doc/About_Us/Rates_Regulation/Oregon/Approved_Tariffs/Rate_Schedules/General_Service_Large_Nonresidential_31_KW_to_200_KW_Delivery_Service.pdf||
https://www.pacificpower.net/content/dam/pacific_power/doc/About_Us/Rates_Regulation/Oregon/Approved_Tariffs/Rate_Schedules/Public_DC_Fast_Charger_Optional_Transitional_Rate_Direct_Access_Delivery_Service.pdf",95568,CA,41.4533,-123.4634,"To Nonresidential Consumers who have chosen to receive electricity from an ESS for electric
vehicle charging stations separately metered from other electric service, and whose loads have
not registered 1,000 kW or more, more than once in the preceding 18-month period and who are
not otherwise subject to service on Schedules 747 or 748. Consumer charging sites must be
broadly available to the general public and must include at least one direct current (DC) fast
charger as defined in the special conditions below. Deliveries at more than one point, or more
than one voltage and phase classification, will be separately metered and billed. Participation in
this schedule and Schedule 45 will be limited to a combined 200 metered points of delivery on a
first-come, first served basis.",,0
59d525625457a3794077eac7,14354,Schedule 745 - PUBLIC DC FAST CHARGER OPTIONAL TRANSITIONAL RATE DELIVERY SERVICE - Secondary (Less Than 50kW),PacifiCorp (Oregon),"http://www.pacificpower.net/content/dam/pacific_power/doc/About_Us/Rates_Regulation/Oregon/Approved_Tariffs/Oregon_Price_Summary.pdf
https://www.pacificpower.net/content/dam/pacific_power/doc/About_Us/Rates_Regulation/Oregon/Approved_Tariffs/Rate_Schedules/General_Service_Large_Nonresidential_31_KW_to_200_KW_Delivery_Service.pdf||
https://www.pacificpower.net/content/dam/pacific_power/doc/About_Us/Rates_Regulation/Oregon/Approved_Tariffs/Rate_Schedules/Public_DC_Fast_Charger_Optional_Transitional_Rate_Delivery_Service.pdf",95568,CA,41.4533,-123.4634,"To Nonresidential Consumers taking service for electric vehicle charging stations separately
metered from other electric service whose loads have not registered 1,000 kW or more, more
than once in the preceding 18-month period and who are not otherwise subject to service on
Schedules 47 or 48. Consumer charging sites must be broadly available to the general public
and must include at least one direct current (DC) fast charger as defined in the special conditions
below. Deliveries at more than one point, or more than one voltage and phase classification, will
be separately metered and billed. Participation in this schedule and Schedule 745 will be limited
to a combined 200 metered points of delivery on a first-come, first served basis.",,0
59d52b745457a33e7c77eac4,14354,Schedule 745 -PUBLIC DC FAST CHARGER OPTIONAL TRANSITIONAL RATE - Secondary (Greater Than 300kW),PacifiCorp (Oregon),"http://www.pacificpower.net/content/dam/pacific_power/doc/About_Us/Rates_Regulation/Oregon/Approved_Tariffs/Oregon_Price_Summary.pdf
https://www.pacificpower.net/content/dam/pacific_power/doc/About_Us/Rates_Regulation/Oregon/Approved_Tariffs/Rate_Schedules/General_Service_Large_Nonresidential_31_KW_to_200_KW_Delivery_Service.pdf",95568,CA,41.4533,-123.4634,"To Nonresidential Consumers who have chosen to receive electricity from an ESS for electric
vehicle charging stations separately metered from other electric service, and whose loads have
not registered 1,000 kW or more, more than once in the preceding 18-month period and who are
not otherwise subject to service on Schedules 747 or 748. Consumer charging sites must be
broadly available to the general public and must include at least one direct current (DC) fast
charger as defined in the special conditions below. Deliveries at more than one point, or more
than one voltage and phase classification, will be separately metered and billed. Participation in
this schedule and Schedule 45 will be limited to a combined 200 metered points of delivery on a
first-come, first served basis.",,0
5bad25185457a31b5bc4a514,15270,Temporary/Supplementary (Schedule T),Potomac Electric Power Co (Maryland),https://www.pepco.com/MyAccount/MyBillUsage/Documents/MD%20Pepco%20Current%20Rate%20Schedules%20effective%20CIAC%20rates.pdf,20408,DC,38.8933,-77.0146,"Customers receiving Temporary Service on a continuous basis for five (5) years will normally be
transferred to the otherwise applicable rate schedule in accordance with the availability provisions therein.
Available for high voltage electric service of a temporary rather than a permanent nature, such as for
customer testing of facility equipment, provided that the customer obtains prior authorization from the
Company's power system dispatcher to commence testing of equipment with expected demands greater
than 1,000 kW.",PJM,1
5bb518c85457a3585168a12a,15263,"SCHEDULE C-A GENERAL SERVICE - ALL ELECTRIC, TYPE I SOS",The Potomac Edison Co (Maryland),https://www.firstenergycorp.com/content/dam/customer/Customer%20Choice/Files/maryland/tariffs/PotomacEdisonRetailTariff.pdf,21550,MD,39.4339,-79.3167,"* Available only at locations served or for which contracts have been signed as of April 9, 1973. This schedule applies to Customers contracting for electric service to heat their entire establishment by the use of electricity and when all other electrical uses in the establishment are billed under this schedule. Not applicable to establishments whose primary operations are conducted outside the heated area. 

* Adjustments $/kWh = Co-generation Purpa Surcharge+ Environmental Surcharge + EMPOWER MD Surcharge+ Demand Resource Surcharge+ Energy Cost Adjustment+Administrative Credit",PJM,1
5bb51abe5457a3121068a12d,15263,"SCHEDULE C-A GENERAL SERVICE - ALL ELECTRIC, TYPE II SOS",The Potomac Edison Co (Maryland),https://www.firstenergycorp.com/content/dam/customer/Customer%20Choice/Files/maryland/tariffs/PotomacEdisonRetailTariff.pdf,21550,MD,39.4339,-79.3167,"* Available only at locations served or for which contracts have been signed as of April 9, 1973. This schedule applies to Customers contracting for electric service to heat their entire establishment by the use of electricity and when all other electrical uses in the establishment are billed under this schedule. Not applicable to establishments whose primary operations are conducted outside the heated area.

* Adjustments $/kWh = Co-generation Purpa Surcharge+ Environmental Surcharge+ EMPOWER MD Surcharge+ Demand Resource Surcharge+ Energy Cost Adjustment+ Administrative Credit",PJM,1
5bb51ba95457a33a5b68a12b,15263,"SCHEDULE C-A GENERAL SERVICE - ALL ELECTRIC SERVICE TO SCHOOLS AND CHURCHES, TYPE I SOS",The Potomac Edison Co (Maryland),https://www.firstenergycorp.com/content/dam/customer/Customer%20Choice/Files/maryland/tariffs/PotomacEdisonRetailTariff.pdf,21550,MD,39.4339,-79.3167,"* When a school or church uses electric service as the only means of space heating in a building, buildings, or in a separate area of a building then the kilowatt-hours used in the building, buildings, or separate area of a building will be billed at the above prices. When all energy uses, except as provided hereafter, for space heating, lighting, cooking, water heating, cooling (if any) and power are provided by electrical energy, all kilowatt-hours will be billed at the prices below. Any form of energy may be used for instruction, training and demonstration purposes and will be excluded from the above requirement 

* Adjustments $/kWh = Co-generation Purpa Surcharge+ Environmental Surcharge+ EMPOWER MD Surcharge+ Demand Resource Surcharge+ Energy Cost Adjustment+ Administrative Credit",PJM,1
5bb51c3b5457a3121068a12e,15263,"SCHEDULE C-A GENERAL SERVICE - ALL ELECTRIC SERVICE TO SCHOOLS AND CHURCHES, TYPE II SOS",The Potomac Edison Co (Maryland),https://www.firstenergycorp.com/content/dam/customer/Customer%20Choice/Files/maryland/tariffs/PotomacEdisonRetailTariff.pdf,21550,MD,39.4339,-79.3167,"* When a school or church uses electric service as the only means of space heating in a building, buildings, or in a separate area of a building then the kilowatt-hours used in the building, buildings, or separate area of a building will be billed at the above prices. When all energy uses, except as provided hereafter, for space heating, lighting, cooking, water heating, cooling (if any) and power are provided by electrical energy, all kilowatt-hours will be billed at the prices below. Any form of energy may be used for instruction, training and demonstration purposes and will be excluded from the above requirement

* Adjustments $/kWh = Co-generation Purpa Surcharge+ Environmental Surcharge+ EMPOWER MD Surcharge+ Demand Resource Surcharge+ Energy Cost Adjustment+ Administrative Credit",PJM,1
5bb51de45457a3157168a12a,15263,Schedule PH Light and Power Service Type II SOS (PLC less than 600 kW),The Potomac Edison Co (Maryland),https://www.firstenergycorp.com/content/dam/customer/Customer%20Choice/Files/maryland/tariffs/PotomacEdisonRetailTariff.pdf,21550,MD,39.4339,-79.3167,* Adjustments $/kWh = Co-generation Purpa Surcharge+ Environmental Surcharge+ EMPOWER MD Surcharge+ Demand Resource Surcharge+ Energy Cost Adjustment+ Administrative Credit,PJM,1
5bbbafdd5457a3e25c135b51,9324,General Service - Secondary,Indiana Michigan Power Co (Michigan),https://www.indianamichiganpower.com/global/utilities/lib/docs/ratesandtariffs/Michigan/IMMITB1609-01-2018.pdf,46743,IN,41.2285,-84.8386,,PJM,1
5bbbb1c75457a3b135135b4d,9324,General Service - Primary,Indiana Michigan Power Co (Michigan),https://www.indianamichiganpower.com/global/utilities/lib/docs/ratesandtariffs/Michigan/IMMITB1609-01-2018.pdf,46743,IN,41.2285,-84.8386,,PJM,1
5bbbb3bb5457a33d0c135b4f,9324,General Service - Subtransmission,Indiana Michigan Power Co (Michigan),https://www.indianamichiganpower.com/global/utilities/lib/docs/ratesandtariffs/Michigan/IMMITB1609-01-2018.pdf,46743,IN,41.2285,-84.8386,,PJM,1
5bbbb8e05457a37d2c135b4e,9324,Large General Service - Secondary,Indiana Michigan Power Co (Michigan),https://www.indianamichiganpower.com/global/utilities/lib/docs/ratesandtariffs/Michigan/IMMITB1609-01-2018.pdf,46743,IN,41.2285,-84.8386,,PJM,1
5bbbba445457a31954135b4f,9324,Large General Service - Primary,Indiana Michigan Power Co (Michigan),https://www.indianamichiganpower.com/global/utilities/lib/docs/ratesandtariffs/Michigan/IMMITB1609-01-2018.pdf,46743,IN,41.2285,-84.8386,,PJM,1
